"","klasifikasi","score","text"
"775","Negatif",-1," travelling beginning previous terrible choices past months denpasar jakarta return good surprisingly time minutes delayed evening denpasar "
"776","Positif",2," rn comfortable check good late march "
"777","Negatif",-1," efficent check boarded time sat plane waiting connecting flights passengers assume board left mins late board good aisle seat requested check usual snacks cheap price landed mins late bit pan "
"778","Negatif",-2," rn delayed cheap budget job march "
"779","Positif",1," evening fast check hour queue full asked emergency exit seat baord ver comfortable wit emerg exit seat landed minutes late time catch onward connection "
"780","Netral",0," rn ontime cheap comfortable march "
"781","Netral",0," efficient check asked aisle seat boarded time comfortable cheap snacks landed time complaints time comfortable cheap price "
"782","Negatif",-2," rn cheap ontime complaints march "
"783","Netral",0," caught denpasar surabaya check queue long didnt give myslef lot time minutes check efficient time rear window seat comfort factor poor legs squeezed seat unable reline snacks "
"784","Negatif",-1," rn cheap fly jakarta sumbawa besar february "
"785","Negatif",-1," sister compagny wings delays cheap good travel jakarta sumbawa besar stop mataram lombok indonesia things organized airports reaches destinations quickly forgotten "
"786","Netral",0," rn time february "
"787","Negatif",-2," times month amazing delay knownn king delay choose cheap time schedule "
"788","Negatif",-1," rn disorganized february "
"789","Positif",1," back jakarta condition work cabin attendant apologised work case functioning properly sign poor maintenance cabin crew file complaint maintenance department "
"790","Netral",0," rn low cost carier indonesia february "
"791","Negatif",-3," late delayed information passengers unpleasant rude boarding runner bali airport space legroom money low cost carier "
"792","Netral",0," rn wrost indonesia february "
"793","Netral",0," space legroom service smiling attendents wrost short delay half hours "
"794","Positif",1," rn free ticket february "
"795","Negatif",-2," times travel denpasar jakarta missed time time missed pure fault politely weather join check staff refer "
"796","Negatif",-1," rn year year worst company indonesia february "
"797","Negatif",-10," time late delayed information passengers rude arrogant unpleasant attendants smelly dirty cabins seat pockets dirty unhygienic lavatory slow baggage handling ground staff annoying unhelpfulit disgrace indonesia government "
"798","Negatif",-1," rn worst february "
"799","Negatif",-1," worst life hours delay penang kuala namu medan crew gate desk didn give proper explanation gave fried rice egg super small portion don taste cup water delivered pm "
"800","Netral",0," rn hotel provided canceled february "
"801","Negatif",-1," canceled labuan bajo bali due weather delaying flights day provide hotel accomodation double expence booking night labuan bajo cost hotel booked bali process highly disorganised "
"802","Netral",0," rn unexpected decent service january "
"803","Negatif",-3," connecting chennai jan great reluctance booked poor reviews forums expected hour delay surprise time true reputation baggage clearence painfully slow "
"804","Netral",0," rn unexpected fantastic service january "
"805","Positif",5," previously admittedly years ago indonesia carriers poor reputation european authorities banned european airspace kudos respect awesome admiration indonesian aviation industry turning continuous improvement airlines reputation stellar planes questionable maintenance record unreliably delayed guess "
"806","Netral",0," rn care january "
"807","Netral",0," lcc indonesia airlines care passenger airport minute check due business travel airport gate office told check closed check "
"808","Netral",0," rn expected january "
"809","Positif",1," shortest lombok bali minutes couldnt find worrying plane nice staff helpful "
"810","Netral",0," rn wings winging january "
"811","Positif",1," find review section leave comments wings service operated huge favour fly service cost availability times enticing don fool flies time board "
"812","Netral",0," rn announcement january "
"813","Negatif",-1," airlines problems encounter problems move schedule earlier talked customer service making instructed pay difference check counter thought reasonable "
"814","Negatif",-1," rn budget lacks basic services january "
"815","Netral",0," budget expectations basic expectations clean seat trey table met horrible crew didn people water don hostesses plane inflight service "
"816","Positif",1," rn flights reliable pilot january "
"817","Netral",0," flying order vacation family night bali surabaya web check approximately hours check time ensure departure weather good rain clouds thick difficult penetrate thick clouds "
"818","Netral",0," rn horror january "
"819","Negatif",-4," missed connecting denpasar germany bunch unable idiots staying airport give expensive guy shine responsivle worse "
"820","Negatif",-1," rn dirt cheap good quality december "
"821","Positif",4," low cost airlines free check bagage good leg space food drinks offered price outstanding low entertainment screens service good "
"822","Netral",0," rn budget airlines indonesia december "
"823","Netral",0," free food beverages served budget carrier requested emergency exit assign seat additional cost "
"824","Netral",0," rn check carefully operating december "
"825","Netral",0," terms luggage allowance huge differences sister company wings accept kgs accept cash pay excess luggage don cash situation "
"826","Negatif",-1," rn kinda frustrating december "
"827","Positif",2," pretty bad situation adisutjipto airport arrived room aircon didn work large room long lines waited half hour disappointed officers work faster opened counter "
"828","Netral",0," rn happy didn crash december "
"829","Netral",0," booked bengkulu batam day supposed airlines audacity change luckily ticketing staff helpful final destination jarkarta part "
"830","Positif",1," rn smooth travel december "
"831","Netral",0," wife flew wings owned group leg holiday eastern indonesia aircraft afr part group recent aircraft upgrade smooth uneventful half hour class service provided "
"832","Positif",1," rn fine check hassly december "
"833","Positif",1," terible review fine didnt check jakarta big lcd sign flights lit neon long weekend queues long front tiny printed paper sign listing "
"834","Positif",1," rn positive december "
"835","Negatif",-3," st bandar aceh jakarta years ago sin cgk occasions experience negatives surprisingly punctual reviewers wrong budget flights matter hit miss budget fares cost controls services "
"836","Netral",0," rn late info december "
"837","Negatif",-1," terrible reputation lateness bad practices past year wonderful booked cheap bali jakata dec jt couple hours received sms moved back jt "
"838","Netral",0," rn dont fly december "
"839","Negatif",-4," fly weekly business asia worst asia delayed hours meaning missed connecting sumbawa compensation stick hotel room complete stranger save costs finally flew morning arrive "
"840","Negatif",-1," rn nauseating experience december "
"841","Netral",0," purchase ticket online time flying check counter inform ticket follow passport written ticket missing word bin acceptable "
"842","Negatif",-1," rn cheap december "
"843","Negatif",-1," found cheap online bali terrible reputation delays problem boarding left time full nice crew comfortable expect "
"844","Netral",0," rn problem great november "
"845","Positif",4," reading horror reviews pleasantly surprised smoothly check quick easy intrigued passengers made foot plane staff security supervision short distance staff plane clean "
"846","Positif",1," rn viey nice experience november "
"847","Positif",1," bad thing hear indonesian airlines flights company ir partners baltik times experience good punctual min earlier plane friendly problem delete baggage chip "
"848","Negatif",-1," rn worst company november "
"849","Negatif",-2," minutes delay happen asked free compensation meal minutes asked switched wings connection rejected wanted complain "
"850","Negatif",-1," rn experience delay november "
"851","Positif",1," people dont lionair price soo good mid day delay recommend holiday tight schedule "
"852","Negatif",-1," rn cheap route indonesia november "
"853","Positif",1," recommend airlines traveller explore indonesia route destination indonesia "
"854","Negatif",-2," rn lost baggage found send back lost lot money november "
"855","Netral",0," bali jakarta check employee bali check bag put check belt luggage tag passport german chatting german living germany hannover "
"856","Negatif",-1," rn bad november "
"857","Negatif",-5," indonesians fan airlines delay worst issue shouldn worried st rarely delayed flying aceh special landing airplane flew sabang weh island suggest "
"858","Negatif",-1," rn cheap time november "
"859","Positif",2," flew lombok denpasar great trip worth paid service good delay "
"860","Positif",1," rn good november "
"861","Negatif",-1," carried baby mo jakarta denpasar afraid time hear bad news flying bad reputation people experienced good time check counter officer "
"862","Netral",0," rn review cheap time great wheelchair assistance november "
"863","Positif",4," great ontime booked jakarta bali return business trip traveloka choose based timing price avoiding budget carrier flies route wont detail good caring wheelchair assistance fast efficient check "
"864","Netral",0," rn time cheap perfect wheelchair november "
"865","Netral",0," flew bali jakarta lunchtime called day wheelchair service trouble sorted minutes based booking code arrived airport quick efficient checkin whisked security gate plane sorted aisle seat "
"866","Netral",0," rn dissapoited stewardesses november "
"867","Negatif",-1," trip oct jt destination batam solo pilot bramantio checked luggage sensor machine suddenly group pilot stewardess cut queue rushing excuse put luggage surprised looked "
"868","Netral",0," rn standard october "
"869","Negatif",-2," standard find indonesia short low budget dont care service long arrived destination choose negative news safety news delay make choose "
"870","Netral",0," rn budget plane seldom fly time october "
"871","Positif",1," travel weeks lionair suitable flights destinations price reasonable boeing er suggestion centimeters feet make seat emergency seat ready delay "
"872","Positif",1," rn minute comfortable budget october "
"873","Positif",1," planned organized person minute check hours unlock good deals walk bit jakarta park middle parking prepare buses "
"874","Negatif",-1," rn worst experience october "
"875","Negatif",-1," st time fly check baggage allowance kg allowed buy penalty exceeded delay due runway maintenance informed asked notice board boarding time gate clear landing awful "
"876","Positif",1," rn satisfied october "
"877","Positif",1," lot people complaining experience time morning check fast short queue bagage claim bit longer juanda airport iam satisfied "
"878","Netral",0," rn luggage torn offerv bth acceptable october "
"879","Netral",0," luggage torn offer bth unbelivable reason torn careless good quality luggage low quality brand time compensate bth compare client asset management "
"880","Netral",0," rn fly circumstances october "
"881","Negatif",-2," avoid don delays smooth landing end low cost horrible late hour connection spoil "
"882","Netral",0," rn october "
"883","Negatif",-1," common comments delay fact schedule wib change wib due operation reason consequence adjustment agenda conclusion gbu "
"884","Netral",0," rn wings subsid ta list time october "
"885","Positif",2," booked online bux good ordered wheelchair crutches checkin efficient wheechair waiting whisked gate boarded time wheeled aircraft allowed crutches board steps "
"886","Netral",0," rn check counter closed announced october "
"887","Negatif",-1," unfriendly staffs willingness arrived krabi airport advance wanted check minutes departure staffs counter told impossible check asked explanation reschedule "
"888","Netral",0," rn special october "
"889","Positif",1," average aircraft special fortunately boarding time time previous hope consistency services benchmark brother batik batik serves "
"890","Negatif",-1," rn bit worried october "
"891","Negatif",-4," time flying bit worried cases happened lateness boarding safety issue day happen delay boarding time concern smoothness landing "
"892","Netral",0," rn customer service october "
"893","Negatif",-1," time displeasure flying company customer service reaches lows ac mechanical minutes scheduled leave times scheduled departure bali lombok forwarding "
"894","Netral",0," rn blacklist october "
"895","Negatif",-3," flew company decided fly airlines anymore delaying flights check counter staff rude changing time short notice ontime imagine urgent situation balcklist "
"896","Netral",0," rn theft october "
"897","Negatif",-2," experience wings bali flores horrific checked bag carousel multiple compartments unzipped personal effects falling sealed duty free bag bottle liquor stolen lodged tracing report ground crew labuanbajo "
"898","Netral",0," rn buck october "
"899","Positif",5," time flying didn good impression ll point positives departed time boarding process smooth pretty efficient ground handling crew arrived jakarta ahead schedule "
"900","Netral",0," rn low cost fare october "
"901","Positif",3," good choice cheaper cost fare lower cost lower service european middle east american make ready sits cramped seating nice "
"902","Netral",0," rn suprisingly ontime october "
"903","Positif",3," period cheapest price previous experience good checkin boarding online checkin dont queue boarding pass im impress time performance time "
"904","Netral",0," rn pay october "
"905","Netral",0," price ticket oke coffee tea board time expect travel "
"906","Negatif",-1," rn delayed smoothing october "
"907","Negatif",-2," september delayed hour experience terrible sudden airplane circling waiting landing felt riding jet coaster landing plane bump landing smoothly "
"908","Negatif",-2," rn frequently delayed flights baggage lousy staff october "
"909","Positif",1," don fly anymore thought price paying choose budget carriers jetstar airasia similar fares reasons comment web login works send emails web check ur "
"910","Negatif",-1," rn worst staff october "
"911","Negatif",-3," worst staff fly anymore plans flying worst staff customer service felt totally discriminated return ticket working singapore worst thing staff filipinos "
"912","Positif",1," rn hospitable cabin attendant october "
"913","Positif",1," honest bad experience time time arrival minutes departure delay numerous routes destination indonesia ticket price competitive compared medium low cost aircrafts friendly crews "
"914","Netral",0," rn flew wings september "
"915","Positif",1," good schedule time issues view unpleasant stewardess fresh groomed hair long tight neatly shoulder neat face unhappy smiling big burden "
"916","Netral",0," rn cheap good plane september "
"917","Negatif",-1," cheap price give schedule destination late hehehe short "
"918","Positif",1," rn time improving september "
"919","Positif",5," long time flying finally made booked ticket fly bdo afternoon affordable price glad wasn delayed hope improving make people trust back good luck "
"920","Netral",0," rn cheap good september "
"921","Negatif",-1," cheap service time seating place big guy small buy goog food board "
"922","Positif",1," rn cheaper september "
"923","Positif",2," cheaper uncomfort legs pretty hot aircon takeoff bad quality price food "
"924","Positif",1," rn comfortable checking seat belts lap trays armrests september "
"925","Negatif",-1," information gate number late coming boarding confusing checking seat belts lap trays arm rests made nervous comfortable "
"926","Negatif",-1," rn bad budget september "
"927","Positif",2," check staff friendly gave emergency exit seat im foot didn good luck smooth crap weather surabaya food drink service minimal decend reach cruising altitude "
"928","Positif",1," rn reasonable price september "
"929","Negatif",-1," price services explain review cheap reasonable service delayed "
"930","Positif",1," rn schedule convenience september "
"931","Negatif",-4," ve bali limited budget found meet budget frankly doubtful airlines bad news departure date found crowded front check counter long queuing line minutes check "
"932","Positif",1," rn good september "
"933","Positif",3," good schedule good condition landing perfect waiting time baggage arrival hour "
"934","Negatif",-1," rn cheap means september "
"935","Positif",1," reputation inexpensive cheap service minimum levels service airlines observe mid height man foot tall fit standard "
"936","Netral",0," rn budget airlines september "
"937","Positif",1," bali lombok time short trip alright price reasonable "
"938","Netral",0," rn september "
"939","Negatif",-1," booked cheap save money knowing wouldn turned nightmare offers free checked baggage upto kgs bag wanted purchase extra baggage allowance firstly manage booking section online recognise booking "
"940","Positif",1," rn good september "
"941","Positif",3," nice flying landing enjoy delay minutes services cabin crews good good "
"942","Netral",0," rn kamol praparujivong september "
"943","Negatif",-1," kamol praparujivong passenger sl arrived bangkok sl sep checking counter told staff ms thamolai put fragile sticker stuff baggages put "
"944","Netral",0," rn time september "
"945","Negatif",-3," loath reinforced hour delays lombok bali time terminal time attendant boarding pass refused give response door buy passage "
"946","Positif",1," rn pleased september "
"947","Negatif",-1," read negative comments hesitant fly flew thai udon thani bangkok pleased "
"948","Netral",0," rn cheap time solid budget september "
"949","Positif",2," check quick efficient jakarta kg baggage allowance excellent didnt boarded time frills extras board budget provide water wafer buiscuit "
"950","Negatif",-1," rn cheap time frills september "
"951","Positif",2," frills budget checked airport plenty desks quick efficient included kg baggage allowance excellent budget carrier boarded time landed schedule frills board pay cost "
"952","Negatif",-1," rn cheap time september "
"953","Netral",0," reading bad reviews complaints time fact departed earlier seats comfortable pleasant "
"954","Positif",1," rn reasonable price september "
"955","Netral",0," staff service professional nationality guest board impression service "
"956","Netral",0," rn short trip september "
"957","Positif",1," travel serve chocolate waffle water short haul trips hr min adverts ryanair quiet "
"958","Negatif",-1," rn extremely bad costumer service september "
"959","Negatif",-1," service desk rude woman looked lady back line spoke thai helped barrly spoke english missed forced pay full "
"960","Negatif",-1," rn lack maintenance august "
"961","Negatif",-1," sit fly business partner sit ac window head broken ac window attention maintenance small things "
"962","Negatif",-1," rn cheap frills time august "
"963","Netral",0," flew jakarta denpasar booked based price traveloka check quick kg free extra kg rp cheap boarded flew time arrived time bags quick board services facilities instant noodles sold snacks flew "
"964","Negatif",-1," rn average budget delay august "
"965","Negatif",-1," average budget comfortable chair meals including kg free baggage delayed surabaya jakarta delayed hour half surabaya lombok delayed hour "
"966","Netral",0," rn didn august "
"967","Negatif",-2," travelling explore indonesia amazingly natural parts educational interested cultures food attractions slipped badly hurt ankle arrived airport wheel chair staff plight "
"968","Positif",2," rn time thai lionair pretty good experience august "
"969","Netral",0," expecting usual budget carrier surprised touches offers light snacks kgcheck baggage smal differentiators make flying left time cabin interior "
"970","Positif",1," rn soo great budget august "
"971","Netral",0," budget compare budget southeast region airasia nokair malindo ll put bottom ranks budget traveller dont care time care money suits "
"972","Positif",1," rn simple efficient august "
"973","Positif",2," simple efficient service seats decent serve water wafers hr travel "
"974","Netral",0," rn airlines domestic indonesian route august "
"975","Negatif",-2," usual mnt delay operational reason notorious delay depent luck fly terminal soekarno hatta airport pm bali check web drop baggage airport normal "
"976","Netral",0," rn average budget airlines august "
"977","Positif",1," booking line easy choice schedule morning night internet check easy issue departure time "
"978","Netral",0," rn budget august "
"979","Negatif",-3," indonesian budget serves destination delays delay time acceptable long lucky experience delay cheap kg baggage included cost legroom narrow "
"980","Netral",0," rn late august "
"981","Positif",1," indonesian companies late worth dropped plane late service "
"982","Netral",0," rn budget august "
"983","Positif",1," budget offer generous luggage allowance flown direction "
"984","Negatif",-1," rn cheap prices impossible refund august "
"985","Negatif",-2," late change departure gate announcements delayed flights boarding gate time leading chaos cancel reservations group booking hard "
"986","Negatif",-1," rn worst ground staff performance august "
"987","Negatif",-1," worst ground staff performance noticed unbelievably longest queue check didn make separation people made web check regular check result delay hour good thing kg baggage allowance prefer flying dollar airlines "
"988","Positif",1," rn lucky time august "
"989","Negatif",-1," largest low cost carrier indonesia largest fleet indonesia adequate human resources management result complaints delay lucky delay time "
"990","Negatif",-1," rn cheap flights august "
"991","Negatif",-1," earliest jakarta singapore early breakfast punctual odd delays minutes times meals provided buy simple drinks snacks cup noodles "
"992","Positif",1," rn low price low credible august "
"993","Negatif",-1," company low price delayed "
"994","Negatif",-1," rn delay hours bali august "
"995","Negatif",-2," route bali jakarta connecting jakarta palembang airport morning supposed arrive palembang pm local time delayed hours boarding wait hour plane total hours delay bali arriving jakarta "
"996","Netral",0," rn interested phone august "
"997","Netral",0," waiting bags friend realised left phone plane customer service area told happened yhey left destination checked seat pocket wasn police officer involved "
"998","Positif",1," rn avarage service avarage staff people staff good august "
"999","Negatif",-2," cheap budget airlines find ticket price expensive compare budget airlines depend season staff cold month ago find people kind polite profesional check priority told "
"1000","Positif",1," rn superb august "
"1001","Netral",0," online booking excellentonline check goodflight timecomfort hour long finethe process worked dream nervous connecting internal flights worried european carriers efficient "
"1002","Netral",0," rn thai august "
"1003","Positif",2," fly thai excellent service cheap comfort affordable "
"1004","Negatif",-1," rn check chaos august "
"1005","Negatif",-3," check counters network problems check distressing inform situation put staff counters played phones looked upsetting paralyzed flew happily small airplane managed depart "
"1006","Negatif",-2," rn horrible disappointing august "
"1007","Negatif",-2," picked latest trip plm cgk save money plane supposed fly ish pm delayed boarded pm transportation rules indonesia delayed min minutes company "
"1008","Positif",1," rn great august "
"1009","Positif",4," cheap prices great pleasant experience perfectly happy ideal short domestic flights "
"1010","Netral",0," rn taxi short trips august "
"1011","Netral",0," flying pekanbaru palembang proved experience nice thing jambi change seats destination palembang entire dry water cup coffee coming palembang bumpy high turbulence due cross winds "
"1012","Negatif",-1," rn strictly frill august "
"1013","Positif",2," ticketing malindo matter early decide cancel refund leg space competitors kilo free luggage allowance separates "
"1014","Netral",0," rn definite frills august "
"1015","Netral",0," domestic transfer thailand phuket bangkok mins cheapest option airlines half price airlines offered delays landed time wifi "
"1016","Netral",0," rn late august "
"1017","Negatif",-2," check online website date check counter drop baggage service slow person suitcase wanna drop baggage half hour original announcement delay announcement gates open "
"1018","Negatif",-1," rn bad time management august "
"1019","Negatif",-2," worst boarding time pm plane pm delayed "
"1020","Positif",1," rn nice august "
"1021","Positif",2," nice delay time bit satisfied landing wasn smooth "
"1022","Positif",1," rn improvement schedules august "
"1023","Negatif",-3," jakarta sunday supposed arrived bali time delayed hoursi assumed previous hours delayed time delayed delayed management improve schedules time ground handling staff "
"1024","Positif",1," rn thrill august "
"1025","Positif",1," made day trip flying morning fly back late afternoon recently line company operational problem news fortunately morning landed earlier scheduled happy evening late hour call kebiasan normal line company "
"1026","Negatif",-1," rn bad past history august "
"1027","Positif",2," domestic service seats legroom acceptable price wise affordable "
"1028","Positif",1," rn amazingly people service famous delay august "
"1029","Netral",0," famous delayed inconvenient sound flying reason flights schedule choose "
"1030","Positif",1," rn cheaper alternative fly jakarta penang august "
"1031","Netral",0," travel jakarta penang direct airasia daily transit sin jetstar tiger kul airasia malaysia airlines time decided medan kno specifically batik jakarta medan medan penang cost idr mil nett pax cheaper "
"1032","Positif",1," rn smooth august "
"1033","Positif",4," classic hour trip yogyakarta padang smooth seamless cabin crew barely appearing aisle hanged front curtain fair service safety briefing "
"1034","Negatif",-1," rn discount aggravating fly boeings august "
"1035","Netral",0," pilot jumpseat home thailand month noticed operates continual annoyances aggravations discount carrier asia happily surprised fly boeing airbuses rare asia pilot "
"1036","Netral",0," rn money august "
"1037","Positif",4," times domestic flights fault price free kl baggage free water snack board flights time efficient crew clean planes easy booking line "
"1038","Negatif",-1," rn lack maintenance august "
"1039","Negatif",-1," depart time time lack aircondition leaking compartment area hope management check airplane condition make comfortable "
"1040","Negatif",-1," rn complains august "
"1041","Positif",2," frills low cost carrier reputation late outbound inbound perfectly time friendly check staff request seat emergency exit long legs immediately honored complains low cost mile "
"1042","Positif",1," rn great quality service price august "
"1043","Positif",4," impressed service standard compared budget airlines happy thier website booking system doesn add hidden charges fact kg luggage included great thought plane maintained leg room good fly "
"1044","Negatif",-1," rn normal delay normal august "
"1045","Negatif",-1," fairly average uneventful min singapore jakarta min delay singapore sensed amiss checking told check display boards gate number fairly late checking bit hour time "
"1046","Positif",1," rn good money august "
"1047","Positif",1," frills expected offered time cabin attendants polite friendly service worried enforce safety rules "
"1048","Positif",1," rn low cost time friendly check inflight service august "
"1049","Positif",2," contrary reviews found time check staff friendly boarding efficient seat good fall alseep plane models felt safer asia planes service existent trolley sped aisle "
"1050","Positif",1," rn punctual team august "
"1051","Positif",1," latest weekend pm round punctual time depart reach time loading luggage long minutes wait adjust "
"1052","Negatif",-2," rn horrible landing ending delay august "
"1053","Negatif",-4," flying august find option appropiate section excuse putting sept started crazy queue check desk delay happened times flights worst "
"1054","Netral",0," rn worst worth money august "
"1055","Positif",1," worst worth money make sense webpage direct booking cheaper compare book travel commerce expedia traveloka make sense cheaper price pay troublesome flights delay small seat uncomfortable seat perfect clean lavatory "
"1056","Netral",0," rn domestic august "
"1057","Positif",1," local flights water small snack unlimited baggage "
"1058","Netral",0," rn absolutely frills august "
"1059","Negatif",-4," check early unconcerned extra kilos departure lounge absolute chaos delayed leaving hour communication reason seat pitch small legroom abysmal food paid quality slow "
"1060","Negatif",-1," rn complaints august "
"1061","Netral",0," journey splitted flights excess baggage charged flights asked seat emergency exit luck read lot bad made good experiences "
"1062","Negatif",-1," rn comedy errors august "
"1063","Netral",0," flew wings part part party surfers travelled bali sumbawa besar lombok tuesday made return trip friday summary experience fly wings destination surfer cost "
"1064","Negatif",-2," rn low cost carrier delay problems august "
"1065","Positif",4," general good low cost friendly spacious cabin european low cost airlines friendly cabin crew short tracks meal economy class problems delays general problem indonesia feel safe time operate national flights solid aircraft enjoy traveling "
"1066","Negatif",-1," rn worst july "
"1067","Netral",0," booked pm surabaya lombok supposedly delayed minutes eventually boarded plane pm board crew compulsory safety thing captain explained indonesian barely understandable english estimated arrival time things started "
"1068","Negatif",-1," rn bad service july "
"1069","Negatif",-3," bad worst experience service experienced started late singapore pm scheduled pm hours late arrived late hr soekarno hatta jakarta landing wrong site airport faraway immigration custom tarmac bus waiting minutes ground inside plane standing "
"1070","Netral",0," rn airways armadas july "
"1071","Netral",0," armadas makes feel compertable flying inflight megazine don good choices inflight meal missed menu list flights "
"1072","Netral",0," rn ordinary airlines july "
"1073","Negatif",-1," cons thing delay service average airplane smells good price cheaper "
"1074","Netral",0," rn takes cake july "
"1075","Negatif",-3," nastily inadequate legroom dysfunctional conditioner cabin rubbish left passengers previous front seat pocket folded torn inflight magazines unappetising inflight meals drink offerings luckily short "
"1076","Negatif",-1," rn bad service check counter july "
"1077","Positif",1," travelled group dmk cnx girl check counter helpful travelled group luggage kg kg airlines allowed extra allowance travelling group thai "
"1078","Netral",0," rn connecting flights july "
"1079","Netral",0," delayed won cover extra expenses rebooking final destination regardsmichael denmark "
"1080","Netral",0," rn budget july "
"1081","Negatif",-1," good budget main disadvantage service delay run delay seat comfort "
"1082","Netral",0," rn budget airlines thailand july "
"1083","Positif",3," thai regular domestic offers competitive prices fair service ground staff gate crew doesn sufficient english skills speaking thai familiar thailish accent communicative skills word comprehensible training language "
"1084","Netral",0," rn extra weight july "
"1085","Netral",0," make buy bag allowance extra weight purchased online authorized call center ticketing office low cost carrier offer water snack board "
"1086","Negatif",-1," rn cheap july "
"1087","Positif",1," cheap scary ride honest attendents werent attentive alot stuff hot towels water service taking landing cut cost time "
"1088","Netral",0," rn cheap easy july "
"1089","Positif",1," cheap easy domestic brand fleet comfortable seats accept stay row seats recline fly main airport don muang sky train airport link "
"1090","Netral",0," rn allowed kg free loading cheap mini dessert july "
"1091","Positif",3," cheap bangkok dmk phuket hkt bath person worthy easy advanced check online website app ticket show print show online ticket immigration officer boarding time landing time attendant nice politely "
"1092","Netral",0," rn save trip july "
"1093","Positif",2," friendly flying times serve competitive price serving quality "
"1094","Netral",0," rn love delay june "
"1095","Netral",0," good remote area love delay tight schedule finde chat tourist delay screw passanger time doesnt meat pay usd cgk dps "
"1096","Netral",0," rn hostess slept june "
"1097","Netral",0," writing express concerns staff lombok denpasar june hostess slept chair entire behavior give confidence attached photo "
"1098","Netral",0," rn june "
"1099","Positif",2," mentioned fairly aircraft introduced frequent flyer scheme worth joining service "
"1100","Netral",0," rn nerve wracking june "
"1101","Negatif",-2," couple times trip indonesia flights delayed time caused miss connecting hostess eating dinner passengers boarding acknowledge felt unsafe due reputation "
"1102","Negatif",-2," rn delay delay june "
"1103","Negatif",-1," price good time respect bad delay min arrived wait aircraft long time bags delay min landed "
"1104","Positif",1," rn swift online booking june "
"1105","Positif",3," inter island travel subsidiary wings show great deal indonesia budget prices full meal service modern young maintained aircraft helpful staff "
"1106","Positif",2," rn good service easy book june "
"1107","Positif",4," flew times year thai consistent service left time happy price easy book price website real price add taxes option extra services insurance wanted easy skip "
"1108","Netral",0," rn june "
"1109","Positif",2," aircraft offer efficient service delays occur efficient service smooth "
"1110","Positif",1," rn great low cost high quality june "
"1111","Positif",3," travelled flights places indonesia great easy book time good service low cost multiple options timing flights delay luggage convenient "
"1112","Netral",0," rn june "
"1113","Negatif",-1," worth price happened bad cheap price offer simply undeniable "
"1114","Netral",0," rn thai dmk cnx cnx dmk june "
"1115","Positif",2," flew domestic connect singapore chiang mai direct sg cnx decided stopover bangkok meet friend route detoured transit don muang airport happy newer fresher updated don muang terminal domestic flights foodie ll "
"1116","Positif",1," rn inexpensive ticket june "
"1117","Positif",2," inexpensive ticket time checking bit busy long queue web check special counter web check complimentary snack drink provided board "
"1118","Negatif",-1," rn horrible june "
"1119","Negatif",-4," joke partner flights span days ruined end trip spent airport chaos plane lombok bali delayed hours "
"1120","Netral",0," rn thai june "
"1121","Netral",0," honour fly thai debut jakarta bangkok kinda surprise affiliation thailand malaysia malindo snacks drinking water "
"1122","Negatif",-1," rn delayed june "
"1123","Negatif",-1," delayed hours dont flying asked return ticket suppose full return partial untill today clarification suppose rest "
"1124","Positif",1," rn good low cost june "
"1125","Netral",0," lots routes indonesia low cost prices flew times problems popular flights overbooked "
"1126","Positif",1," rn good budget international route june "
"1127","Negatif",-1," time time experience cgk sin sin cgk route august delayed maximum mins good price good budget "
"1128","Positif",1," rn budget good june "
"1129","Positif",1," budget gave water drink good price delay people check desk friendly robot seat small "
"1130","Positif",1," rn restructuring needed "
"1131","Netral",0," airlane give chance fly low price trafic destination found definately recommanded tight time travel postpone travel surabaya jakarta hours "
"1132","Netral",0," rn bangkok krabi "
"1133","Positif",3," cheapest airlines bangkok krabi minutes bus day night god recomendded buy ticket krabi bus friendly cabin nice seat "
"1134","Negatif",-1," rn flaw "
"1135","Negatif",-4," booking online easy check problems time problems arrival don muang luggage claim problem luggage allowance kg asia seat space bit limited domestic problem "
"1136","Netral",0," rn "
"1137","Positif",7," book ticket price promotions good money cabin crew nice friendly enthusiastic cabin clean passengers load free bag kg free snacks drinking water "
"1138","Negatif",-1," rn poor "
"1139","Positif",1," flying route indonesia service worst hope important event meeting arrive time advised put valuable goods baggage "
"1140","Netral",0," rn thai "
"1141","Netral",0," legroom horrible space rows staff friendly check quick free biscuit water kg luggage included paid thb hand luggage limited cm small arrived time "
"1142","Netral",0," rn fly batik airways "
"1143","Positif",1," good batik subsidiary group airlines provide food drink personal entertainment passengers "
"1144","Netral",0," rn "
"1145","Positif",2," great selection times fit itinerary great experience low cost future "
"1146","Netral",0," rn don change nation debit credit card "
"1147","Negatif",-2," change booked morning evening transport delays unable didn thai payment card minute local agent directly process change national payment card "
"1148","Netral",0," rn people don "
"1149","Negatif",-1," experience flying good complaints filed delayed passengers tv luckily bad experience fleets arrived earlier scheduled price comparable low cost airlines stewardesses young beautiful "
"1150","Netral",0," rn time service thai "
"1151","Positif",2," flown economy class time singapore bangkok don mueang international airport chose fare cheap ticket minute booking timing excellent checked terminal changi airport fast left time arrived safely dmk "
"1152","Netral",0," rn bit uncomfort "
"1153","Negatif",-2," fine someones cheap price ticket booking ticket kind weird time running close booking time price increased confused cut services "
"1154","Positif",1," rn average convenient local april "
"1155","Netral",0," average asian convenient travelling locally main cities thailand ground staff picky size weight luggage double check attempting check service aircraft comfort comparing cheap european airlines wizzair ryanair "
